预测标签,威胁类型,置信度
1,DoS攻击,0.9999999
3,R2L攻击,0.9987459
0,正常,0.9999976
4,探测攻击,0.81133616
1,DoS攻击,0.99999976
1,DoS攻击,0.84551024
0,正常,0.9033658
1,DoS攻击,0.99295956
1,DoS攻击,0.9969829
1,DoS攻击,0.9999994
0,正常,0.9568061
4,探测攻击,1.0
0,正常,0.9997105
1,DoS攻击,0.735473
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,1.0
0,正常,0.83627003
1,DoS攻击,0.99930155
4,探测攻击,0.9986609
1,DoS攻击,0.99999976
1,DoS攻击,0.9999962
0,正常,1.0
1,DoS攻击,0.9966086
4,探测攻击,0.7924916
1,DoS攻击,0.9999999
0,正常,0.97883713
0,正常,0.87468237
0,正常,0.9999999
0,正常,0.99971765
1,DoS攻击,0.99703974
0,正常,0.9934761
0,正常,1.0
1,DoS攻击,0.87634623
0,正常,1.0
0,正常,0.9988624
0,正常,0.8954577
3,R2L攻击,0.5114026
0,正常,0.7365726
4,探测攻击,0.99999857
0,正常,1.0
0,正常,0.9999974
0,正常,1.0
0,正常,0.9990984
1,DoS攻击,0.83737445
0,正常,0.8654179
0,正常,0.9292962
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
1,DoS攻击,0.9999995
4,探测攻击,1.0
3,R2L攻击,0.9864603
1,DoS攻击,0.99777347
0,正常,0.9999732
0,正常,0.99191886
0,正常,0.9999509
0,正常,0.9033658
0,正常,0.9637897
4,探测攻击,0.9999999
4,探测攻击,0.999203
2,U2R攻击,0.58428496
0,正常,0.9988005
1,DoS攻击,1.0
0,正常,0.99822444
0,正常,0.97909856
1,DoS攻击,0.9194203
0,正常,0.79078287
1,DoS攻击,1.0
1,DoS攻击,0.7744056
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.9987186
1,DoS攻击,0.9999999
0,正常,0.998869
1,DoS攻击,0.9999999
0,正常,0.99973136
4,探测攻击,0.998664
0,正常,0.9642165
0,正常,0.9999981
0,正常,0.99999666
0,正常,0.99999964
4,探测攻击,0.9998597
0,正常,0.9954075
0,正常,0.9990539
0,正常,0.9885954
1,DoS攻击,1.0
0,正常,1.0
0,正常,1.0
0,正常,0.999418
3,R2L攻击,0.9975514
1,DoS攻击,0.9999994
1,DoS攻击,0.9999958
1,DoS攻击,0.99999964
0,正常,0.8438685
0,正常,0.9990994
0,正常,1.0
0,正常,0.99996126
1,DoS攻击,0.9971275
0,正常,0.8411684
1,DoS攻击,0.99999917
0,正常,1.0
0,正常,0.59750146
1,DoS攻击,0.99999905
1,DoS攻击,0.6769001
0,正常,1.0
0,正常,0.951411
1,DoS攻击,0.99999976
1,DoS攻击,0.9661034
4,探测攻击,0.8540941
0,正常,0.9743217
0,正常,1.0
0,正常,0.67581916
4,探测攻击,0.9998951
3,R2L攻击,0.6652088
0,正常,0.9999938
4,探测攻击,1.0
1,DoS攻击,1.0
1,DoS攻击,0.9999999
0,正常,0.99743074
0,正常,1.0
1,DoS攻击,0.9907516
3,R2L攻击,0.9589485
0,正常,0.9696801
0,正常,0.9999987
3,R2L攻击,0.65209776
0,正常,0.5262429
0,正常,0.9991266
0,正常,1.0
0,正常,0.9933509
3,R2L攻击,0.96187574
0,正常,0.9858731
0,正常,0.8206187
4,探测攻击,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.99910647
0,正常,0.99952304
1,DoS攻击,0.93766576
1,DoS攻击,0.9999999
0,正常,0.98244035
1,DoS攻击,0.9999999
0,正常,0.9998293
1,DoS攻击,0.9999999
0,正常,0.92022055
0,正常,0.9996362
0,正常,0.9999969
1,DoS攻击,0.9999999
1,DoS攻击,0.9999386
1,DoS攻击,0.9999926
3,R2L攻击,0.77876055
1,DoS攻击,0.99999976
4,探测攻击,0.9997788
1,DoS攻击,0.9999993
4,探测攻击,1.0
3,R2L攻击,0.8370311
0,正常,0.8773582
0,正常,0.99973804
3,R2L攻击,0.7383612
0,正常,1.0
0,正常,0.9847504
0,正常,0.9999999
0,正常,1.0
0,正常,0.985472
1,DoS攻击,0.99999976
0,正常,0.98289883
1,DoS攻击,0.9999999
0,正常,0.994862
1,DoS攻击,0.9999999
1,DoS攻击,1.0
1,DoS攻击,0.6645324
1,DoS攻击,1.0
0,正常,1.0
4,探测攻击,0.96673054
4,探测攻击,0.99993837
1,DoS攻击,0.9994611
0,正常,0.3953861
0,正常,0.99919933
0,正常,0.9986915
1,DoS攻击,0.9999999
1,DoS攻击,0.99752074
1,DoS攻击,0.6989641
0,正常,1.0
4,探测攻击,0.9868101
3,R2L攻击,0.94185203
0,正常,0.99999297
0,正常,1.0
3,R2L攻击,0.75980943
1,DoS攻击,0.9999999
0,正常,0.73109317
1,DoS攻击,0.99999833
0,正常,0.95489115
4,探测攻击,0.99999845
0,正常,0.7513106
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.5072744
3,R2L攻击,0.9707317
0,正常,0.80053115
1,DoS攻击,0.86001337
0,正常,0.93306696
1,DoS攻击,0.98046106
1,DoS攻击,0.99995303
0,正常,0.92928445
4,探测攻击,1.0
1,DoS攻击,0.9421751
0,正常,1.0
4,探测攻击,0.99999976
0,正常,0.6737748
3,R2L攻击,0.99683726
1,DoS攻击,0.9999993
1,DoS攻击,0.9963397
1,DoS攻击,0.99999964
0,正常,1.0
1,DoS攻击,0.9911997
0,正常,1.0
1,DoS攻击,0.99999845
3,R2L攻击,0.99469936
0,正常,1.0
4,探测攻击,1.0
4,探测攻击,0.99997723
0,正常,0.9990503
0,正常,0.9452696
0,正常,0.9825094
3,R2L攻击,0.98222566
0,正常,0.9997186
0,正常,0.95887154
1,DoS攻击,0.9719559
4,探测攻击,0.9966377
0,正常,0.9997857
1,DoS攻击,0.9999999
1,DoS攻击,0.9999974
1,DoS攻击,0.9999999
3,R2L攻击,0.966133
1,DoS攻击,0.9976682
1,DoS攻击,0.99999976
1,DoS攻击,0.9999999
0,正常,0.9662696
0,正常,1.0
2,U2R攻击,0.9952366
1,DoS攻击,0.99999976
1,DoS攻击,0.99999976
0,正常,0.838715
0,正常,0.9746377
1,DoS攻击,1.0
0,正常,0.9996338
1,DoS攻击,0.9957877
1,DoS攻击,0.9999999
0,正常,0.9999949
0,正常,1.0
1,DoS攻击,0.99999964
1,DoS攻击,1.0
0,正常,0.9036972
1,DoS攻击,0.99999964
1,DoS攻击,0.9999989
4,探测攻击,1.0
1,DoS攻击,0.9999999
3,R2L攻击,0.78382367
0,正常,0.80108476
1,DoS攻击,0.99999964
1,DoS攻击,0.9999989
0,正常,0.99835855
1,DoS攻击,0.99999964
0,正常,1.0
0,正常,0.9999865
0,正常,1.0
1,DoS攻击,0.99999976
3,R2L攻击,0.97954994
1,DoS攻击,0.9999995
1,DoS攻击,0.9977927
1,DoS攻击,0.999997
1,DoS攻击,0.9936739
0,正常,0.99999964
1,DoS攻击,0.9999976
1,DoS攻击,0.9999999
3,R2L攻击,0.6169484
1,DoS攻击,0.99999833
0,正常,1.0
0,正常,1.0
0,正常,0.9593945
0,正常,0.9794917
1,DoS攻击,1.0
0,正常,0.5806444
1,DoS攻击,0.7017369
1,DoS攻击,0.99999976
1,DoS攻击,0.9160751
1,DoS攻击,0.99999964
0,正常,1.0
4,探测攻击,0.6335079
0,正常,1.0
3,R2L攻击,0.71733445
0,正常,0.96109366
0,正常,0.9172508
0,正常,0.99999785
4,探测攻击,1.0
0,正常,0.9788979
0,正常,0.94886136
1,DoS攻击,1.0
3,R2L攻击,0.9986701
0,正常,0.98798674
4,探测攻击,0.9712479
1,DoS攻击,0.9892623
0,正常,0.95686877
3,R2L攻击,0.91008556
0,正常,0.9686924
0,正常,0.998064
0,正常,0.99999964
1,DoS攻击,0.59515303
0,正常,1.0
0,正常,0.5268554
3,R2L攻击,0.43909058
0,正常,1.0
4,探测攻击,0.93672067
0,正常,0.91611856
0,正常,0.7873104
1,DoS攻击,0.9999999
0,正常,0.9999988
0,正常,1.0
0,正常,0.99963593
0,正常,0.93109924
0,正常,0.9033425
0,正常,0.99999905
1,DoS攻击,0.9776782
1,DoS攻击,0.6503395
0,正常,0.8403526
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.99919945
0,正常,0.96378964
0,正常,0.9998466
4,探测攻击,0.9872213
0,正常,0.985472
0,正常,0.99825674
4,探测攻击,1.0
1,DoS攻击,0.99999976
1,DoS攻击,1.0
1,DoS攻击,0.9999999
0,正常,0.77282035
1,DoS攻击,0.9306403
0,正常,0.97953206
4,探测攻击,0.9999993
1,DoS攻击,0.92038935
0,正常,1.0
1,DoS攻击,0.99999845
0,正常,1.0
0,正常,0.99894184
3,R2L攻击,0.962649
1,DoS攻击,0.9999999
0,正常,0.9870511
1,DoS攻击,0.9999999
0,正常,0.99998665
0,正常,0.9901101
3,R2L攻击,0.9800884
0,正常,0.71874475
3,R2L攻击,0.7807915
0,正常,1.0
0,正常,1.0
0,正常,1.0
0,正常,1.0
3,R2L攻击,0.9925585
1,DoS攻击,0.99999905
1,DoS攻击,0.9999999
1,DoS攻击,0.5583005
0,正常,1.0
0,正常,0.99956435
1,DoS攻击,0.9999999
0,正常,0.6677239
0,正常,0.90798116
0,正常,0.99993813
0,正常,0.9397118
4,探测攻击,0.9747688
0,正常,0.9994068
0,正常,1.0
0,正常,0.99919575
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.99999774
1,DoS攻击,0.99999785
0,正常,0.99999976
4,探测攻击,0.9960431
3,R2L攻击,0.9707539
0,正常,0.97449005
3,R2L攻击,0.8303843
1,DoS攻击,0.99438226
0,正常,0.9989905
1,DoS攻击,1.0
1,DoS攻击,0.96400017
0,正常,1.0
4,探测攻击,0.9792324
0,正常,0.9279804
1,DoS攻击,0.9997986
1,DoS攻击,0.98140544
1,DoS攻击,0.9999999
3,R2L攻击,0.99953604
3,R2L攻击,0.9213435
0,正常,1.0
1,DoS攻击,0.9999994
4,探测攻击,1.0
1,DoS攻击,0.9931439
2,U2R攻击,0.6040283
1,DoS攻击,0.7140742
1,DoS攻击,0.9999999
0,正常,0.9999999
0,正常,1.0
3,R2L攻击,0.94021386
0,正常,0.99997866
1,DoS攻击,0.95645887
1,DoS攻击,0.9999999
1,DoS攻击,1.0
1,DoS攻击,0.99999785
0,正常,0.9999782
3,R2L攻击,0.51931363
1,DoS攻击,1.0
0,正常,0.9999906
0,正常,0.99188656
1,DoS攻击,0.9976356
1,DoS攻击,0.99999917
1,DoS攻击,0.9026462
4,探测攻击,0.9999987
1,DoS攻击,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.9999994
1,DoS攻击,0.93259716
4,探测攻击,0.74572104
0,正常,1.0
1,DoS攻击,0.99999917
3,R2L攻击,0.80729324
1,DoS攻击,0.9999999
1,DoS攻击,0.9999949
1,DoS攻击,0.99999976
0,正常,0.99995303
0,正常,1.0
1,DoS攻击,0.9999999
4,探测攻击,1.0
0,正常,0.8574508
4,探测攻击,1.0
0,正常,1.0
0,正常,0.9057274
0,正常,0.8542208
0,正常,0.7207684
1,DoS攻击,0.9999995
1,DoS攻击,0.9982318
1,DoS攻击,0.9999999
0,正常,0.99999976
0,正常,0.9637894
1,DoS攻击,0.9999999
1,DoS攻击,0.9989213
1,DoS攻击,0.9999933
0,正常,1.0
1,DoS攻击,0.9999999
3,R2L攻击,0.9967159
0,正常,0.58194125
0,正常,1.0
0,正常,0.9994677
1,DoS攻击,0.9814293
0,正常,0.88777614
0,正常,1.0
0,正常,0.9995148
1,DoS攻击,0.9999999
1,DoS攻击,0.82223535
4,探测攻击,0.9999517
1,DoS攻击,0.9671628
0,正常,0.99997914
3,R2L攻击,0.9607388
0,正常,0.83043414
1,DoS攻击,1.0
0,正常,0.9894695
0,正常,0.9999974
1,DoS攻击,0.9999999
1,DoS攻击,0.99999964
3,R2L攻击,0.95631844
0,正常,0.9999945
0,正常,0.97883713
0,正常,0.86112255
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.95680547
1,DoS攻击,0.9999963
0,正常,0.9637897
0,正常,1.0
1,DoS攻击,0.999681
0,正常,0.99999917
1,DoS攻击,0.9999999
3,R2L攻击,0.92768496
1,DoS攻击,0.9762931
0,正常,1.0
1,DoS攻击,0.9999999
1,DoS攻击,1.0
4,探测攻击,1.0
0,正常,0.58875567
0,正常,0.9999585
1,DoS攻击,0.9999999
1,DoS攻击,0.9738646
1,DoS攻击,1.0
0,正常,0.9585322
0,正常,1.0
0,正常,0.9267652
0,正常,0.9945688
1,DoS攻击,0.99999976
1,DoS攻击,0.99999976
0,正常,0.61358106
0,正常,0.9172502
1,DoS攻击,0.8499476
0,正常,1.0
3,R2L攻击,0.7787964
4,探测攻击,0.99925476
0,正常,1.0
0,正常,0.9999062
1,DoS攻击,1.0
3,R2L攻击,0.99915123
0,正常,0.9999852
1,DoS攻击,0.9999999
1,DoS攻击,0.96260136
0,正常,0.9397118
0,正常,0.7640424
0,正常,0.9999999
0,正常,0.468851
1,DoS攻击,0.9060201
0,正常,0.9999908
4,探测攻击,1.0
1,DoS攻击,0.9131784
1,DoS攻击,0.7070207
1,DoS攻击,0.9999999
1,DoS攻击,0.62611914
1,DoS攻击,0.93863374
0,正常,0.5318032
3,R2L攻击,0.50807554
3,R2L攻击,0.97783947
1,DoS攻击,0.9994586
0,正常,0.99974626
4,探测攻击,0.99999976
0,正常,1.0
1,DoS攻击,1.0
0,正常,0.9993075
1,DoS攻击,0.99999964
3,R2L攻击,0.9988631
1,DoS攻击,1.0
3,R2L攻击,0.8886281
0,正常,0.99999976
0,正常,0.99998724
0,正常,0.9999999
0,正常,1.0
3,R2L攻击,0.9945897
1,DoS攻击,0.9895299
0,正常,0.985472
0,正常,0.9993789
1,DoS攻击,0.99999976
1,DoS攻击,1.0
0,正常,0.99999976
1,DoS攻击,0.99999857
1,DoS攻击,0.9999999
0,正常,0.9997037
0,正常,0.9994336
0,正常,1.0
0,正常,0.89557886
1,DoS攻击,0.99999964
0,正常,1.0
1,DoS攻击,0.9999999
3,R2L攻击,0.9315282
0,正常,0.98538035
0,正常,0.98547214
0,正常,0.82863903
3,R2L攻击,0.9945602
0,正常,0.99999964
1,DoS攻击,0.9999963
0,正常,0.9601654
0,正常,0.99774987
1,DoS攻击,0.99999976
1,DoS攻击,0.9999999
1,DoS攻击,0.9999918
0,正常,0.9999999
0,正常,1.0
3,R2L攻击,0.839082
0,正常,0.8845643
0,正常,0.9999738
0,正常,1.0
0,正常,0.90437764
3,R2L攻击,0.9956475
1,DoS攻击,0.8882708
1,DoS攻击,0.99999976
1,DoS攻击,0.39442408
1,DoS攻击,0.9556377
0,正常,0.99946076
0,正常,1.0
0,正常,0.893833
3,R2L攻击,0.93930566
1,DoS攻击,0.9999987
4,探测攻击,0.999995
0,正常,0.9999999
0,正常,0.69546556
4,探测攻击,0.9999969
0,正常,0.83043414
0,正常,0.99992216
4,探测攻击,1.0
3,R2L攻击,0.9452382
3,R2L攻击,0.8855571
0,正常,0.99938214
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.7679141
3,R2L攻击,0.9170721
1,DoS攻击,0.9090664
0,正常,1.0
4,探测攻击,0.9999974
0,正常,1.0
1,DoS攻击,0.99999976
1,DoS攻击,0.9819264
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.8845643
1,DoS攻击,0.7479371
0,正常,0.72318864
0,正常,0.9988335
4,探测攻击,0.99966013
1,DoS攻击,0.99999964
3,R2L攻击,0.9980198
1,DoS攻击,0.9999988
0,正常,1.0
0,正常,0.99094886
0,正常,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.99999976
1,DoS攻击,0.9999999
3,R2L攻击,0.965
4,探测攻击,0.9753049
0,正常,1.0
1,DoS攻击,0.99999976
1,DoS攻击,0.7106504
0,正常,0.8886965
0,正常,0.9364709
1,DoS攻击,0.631674
0,正常,0.9749537
0,正常,0.99188656
4,探测攻击,0.99863356
0,正常,0.9907657
0,正常,1.0
1,DoS攻击,0.9999883
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.9989556
1,DoS攻击,0.99999833
4,探测攻击,0.99996114
1,DoS攻击,0.9999999
3,R2L攻击,0.8871427
4,探测攻击,0.99998116
0,正常,0.92645794
4,探测攻击,0.99364686
1,DoS攻击,0.9999987
1,DoS攻击,0.51644164
0,正常,0.77846146
3,R2L攻击,0.9253185
0,正常,0.9397116
0,正常,0.9962579
0,正常,0.9079809
1,DoS攻击,1.0
0,正常,0.61600983
1,DoS攻击,0.9999999
1,DoS攻击,1.0
1,DoS攻击,0.9991654
0,正常,1.0
1,DoS攻击,0.9999995
4,探测攻击,0.9999975
3,R2L攻击,0.93633944
1,DoS攻击,0.7014094
0,正常,0.99999845
0,正常,1.0
1,DoS攻击,0.99999464
4,探测攻击,0.99962234
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.9897148
0,正常,0.9999366
0,正常,0.9971439
3,R2L攻击,0.9968887
0,正常,1.0
1,DoS攻击,0.9999982
0,正常,1.0
1,DoS攻击,0.99658006
0,正常,1.0
4,探测攻击,0.88498014
4,探测攻击,0.99999833
1,DoS攻击,0.99999976
0,正常,1.0
0,正常,1.0
0,正常,0.9994802
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.99939525
0,正常,0.96968013
0,正常,0.99916553
1,DoS攻击,0.99999976
1,DoS攻击,1.0
1,DoS攻击,0.96612996
4,探测攻击,0.9755259
4,探测攻击,0.9764564
0,正常,0.99917287
3,R2L攻击,0.9654197
4,探测攻击,1.0
0,正常,0.9989378
0,正常,0.99946076
0,正常,0.99749905
0,正常,1.0
0,正常,0.5052636
0,正常,1.0
1,DoS攻击,0.99959165
1,DoS攻击,0.9999999
0,正常,0.9972909
3,R2L攻击,0.96214086
0,正常,0.9991425
4,探测攻击,0.9893227
0,正常,1.0
4,探测攻击,0.9999807
3,R2L攻击,0.9700842
0,正常,0.9693438
0,正常,0.94886124
0,正常,1.0
1,DoS攻击,0.99999964
4,探测攻击,1.0
0,正常,0.9999931
1,DoS攻击,0.99830073
0,正常,0.99998844
0,正常,0.9962327
0,正常,0.91705024
1,DoS攻击,0.99999726
0,正常,0.9033656
4,探测攻击,1.0
0,正常,0.99721575
1,DoS攻击,0.9999999
3,R2L攻击,0.74294674
3,R2L攻击,0.8815244
0,正常,1.0
0,正常,0.9955917
0,正常,0.87246174
0,正常,0.9999114
0,正常,0.9933509
0,正常,0.70957845
0,正常,0.9971546
1,DoS攻击,1.0
1,DoS攻击,0.9293944
0,正常,1.0
1,DoS攻击,0.7860643
1,DoS攻击,0.9841865
3,R2L攻击,0.9733435
1,DoS攻击,0.9962059
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.8716595
0,正常,1.0
0,正常,1.0
0,正常,0.9397118
0,正常,0.8303631
0,正常,1.0
0,正常,0.9985922
0,正常,0.99961853
0,正常,0.9990503
1,DoS攻击,1.0
0,正常,0.99999297
0,正常,0.54576284
3,R2L攻击,0.94657284
0,正常,0.99916553
4,探测攻击,0.9848108
0,正常,1.0
0,正常,0.99999714
0,正常,0.84711546
1,DoS攻击,0.9999777
0,正常,0.9985877
0,正常,0.96350867
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.9993711
1,DoS攻击,0.99999905
1,DoS攻击,0.47211462
1,DoS攻击,0.99999833
1,DoS攻击,0.80999315
0,正常,0.8403528
1,DoS攻击,0.99999785
1,DoS攻击,0.9999999
1,DoS攻击,0.990317
1,DoS攻击,0.9999999
0,正常,0.99969256
4,探测攻击,1.0
0,正常,0.55471045
0,正常,0.99929667
0,正常,0.8574508
4,探测攻击,0.89310133
1,DoS攻击,0.7088517
0,正常,1.0
0,正常,0.9998306
1,DoS攻击,0.602597
1,DoS攻击,0.9999993
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.9999999
4,探测攻击,1.0
1,DoS攻击,0.9590197
0,正常,0.79996115
0,正常,0.98798674
4,探测攻击,0.99998426
0,正常,0.9977043
0,正常,0.99997675
3,R2L攻击,0.69386274
1,DoS攻击,1.0
4,探测攻击,1.0
3,R2L攻击,0.52125216
3,R2L攻击,0.8533985
0,正常,0.99952435
0,正常,0.9992805
3,R2L攻击,0.9958605
1,DoS攻击,0.98754185
0,正常,0.9998053
1,DoS攻击,0.99999833
1,DoS攻击,0.9999999
0,正常,1.0
3,R2L攻击,0.9995765
0,正常,0.9993013
0,正常,0.998064
1,DoS攻击,0.9999999
0,正常,0.99188656
0,正常,0.73625207
1,DoS攻击,0.9411565
0,正常,0.5661406
0,正常,0.99481946
4,探测攻击,0.9999999
0,正常,0.9637898
1,DoS攻击,0.99999976
0,正常,0.9995042
0,正常,0.99692804
0,正常,1.0
1,DoS攻击,0.9999999
3,R2L攻击,0.92600334
0,正常,0.9998466
0,正常,0.9999771
1,DoS攻击,0.8146355
4,探测攻击,0.9937704
3,R2L攻击,0.98006815
3,R2L攻击,0.87509006
0,正常,0.99641526
0,正常,0.9999865
0,正常,0.94886136
1,DoS攻击,0.62611914
1,DoS攻击,0.95461863
0,正常,1.0
1,DoS攻击,0.9761426
0,正常,0.9998292
3,R2L攻击,0.99746716
1,DoS攻击,0.84832704
3,R2L攻击,0.8562334
4,探测攻击,1.0
0,正常,0.9925816
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.9999987
1,DoS攻击,0.48007733
0,正常,1.0
3,R2L攻击,0.96214527
1,DoS攻击,0.70446783
0,正常,0.99931204
0,正常,0.98798674
0,正常,0.99892825
1,DoS攻击,0.6492355
4,探测攻击,0.9999769
3,R2L攻击,0.99269074
0,正常,0.9999999
0,正常,1.0
3,R2L攻击,0.9258765
0,正常,1.0
0,正常,0.81368697
0,正常,1.0
0,正常,0.8360655
4,探测攻击,1.0
1,DoS攻击,0.9999999
0,正常,0.99920136
0,正常,1.0
4,探测攻击,1.0
0,正常,0.999995
1,DoS攻击,0.99999976
1,DoS攻击,0.9999999
1,DoS攻击,0.9618695
0,正常,0.83044696
0,正常,1.0
3,R2L攻击,0.877615
1,DoS攻击,0.99999976
4,探测攻击,1.0
0,正常,0.99934715
0,正常,0.9879909
4,探测攻击,0.999912
1,DoS攻击,0.9999999
0,正常,0.999856
3,R2L攻击,0.952138
1,DoS攻击,0.91984415
0,正常,0.9836854
4,探测攻击,0.99862397
0,正常,0.9722029
0,正常,0.9999871
1,DoS攻击,1.0
0,正常,1.0
0,正常,0.99882764
1,DoS攻击,0.9999999
0,正常,0.9033658
0,正常,1.0
4,探测攻击,0.5110718
1,DoS攻击,0.99942774
0,正常,0.9818875
4,探测攻击,1.0
3,R2L攻击,0.5214059
0,正常,0.891135
0,正常,0.99731344
3,R2L攻击,0.9986285
0,正常,0.9978067
1,DoS攻击,0.84351444
0,正常,0.88582027
1,DoS攻击,0.9971113
1,DoS攻击,0.66397727
1,DoS攻击,0.9999999
0,正常,0.82357174
1,DoS攻击,0.9996606
0,正常,1.0
0,正常,0.9844015
3,R2L攻击,0.8929461
0,正常,1.0
1,DoS攻击,0.99999976
0,正常,0.99924856
0,正常,0.99953973
3,R2L攻击,0.9476017
0,正常,0.950701
4,探测攻击,0.76813805
3,R2L攻击,0.83255506
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.9955917
1,DoS攻击,0.96564484
4,探测攻击,0.9808187
0,正常,1.0
4,探测攻击,0.61554945
0,正常,0.9045112
1,DoS攻击,0.99999976
1,DoS攻击,0.99999917
0,正常,0.96400625
1,DoS攻击,0.9941644
0,正常,0.97883695
0,正常,0.9994436
3,R2L攻击,0.778515
0,正常,0.9999827
0,正常,1.0
0,正常,0.9787515
4,探测攻击,0.9999559
4,探测攻击,0.937498
1,DoS攻击,0.9873541
0,正常,0.9033658
4,探测攻击,1.0
0,正常,0.98244035
0,正常,0.98902637
4,探测攻击,1.0
0,正常,0.8154995
3,R2L攻击,0.9473348
0,正常,0.9999844
3,R2L攻击,0.9694931
1,DoS攻击,1.0
1,DoS攻击,0.99999416
3,R2L攻击,0.8935397
1,DoS攻击,0.99999654
0,正常,1.0
1,DoS攻击,0.983506
1,DoS攻击,0.9999999
1,DoS攻击,0.6849432
1,DoS攻击,0.99999166
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.999998
1,DoS攻击,0.99998975
3,R2L攻击,0.5168347
0,正常,1.0
0,正常,1.0
0,正常,0.51502395
0,正常,0.8927204
1,DoS攻击,0.99999857
0,正常,0.99961567
4,探测攻击,0.9993845
0,正常,0.9776579
1,DoS攻击,0.99999976
0,正常,0.66206634
4,探测攻击,0.99403584
0,正常,0.6311848
0,正常,0.94534314
0,正常,0.53573257
4,探测攻击,0.9999825
0,正常,0.9901101
0,正常,1.0
0,正常,0.9999949
0,正常,0.94130903
0,正常,0.9990503
0,正常,0.9945688
1,DoS攻击,0.9999999
3,R2L攻击,0.9148274
3,R2L攻击,0.67459023
0,正常,0.99885595
0,正常,0.8160554
0,正常,0.9999999
0,正常,0.9603893
0,正常,0.5062506
1,DoS攻击,0.9999999
0,正常,0.8101825
0,正常,1.0
0,正常,0.99999654
0,正常,1.0
0,正常,0.8773582
0,正常,0.9746377
0,正常,0.61927205
1,DoS攻击,0.99999964
0,正常,0.53209907
1,DoS攻击,0.9999999
0,正常,0.99950624
1,DoS攻击,0.99999976
3,R2L攻击,0.6495538
0,正常,1.0
0,正常,0.96968013
0,正常,0.99946743
0,正常,0.96557426
0,正常,0.602152
3,R2L攻击,0.9837542
0,正常,1.0
0,正常,0.99052423
0,正常,0.9970866
1,DoS攻击,0.6492355
0,正常,0.9982141
1,DoS攻击,0.8739554
0,正常,0.9999751
1,DoS攻击,0.9999938
1,DoS攻击,0.902324
0,正常,0.97883713
0,正常,0.9999999
4,探测攻击,1.0
1,DoS攻击,0.99082774
3,R2L攻击,0.9818334
0,正常,0.8213553
0,正常,0.99993837
0,正常,0.86242175
0,正常,0.9730636
1,DoS攻击,0.9999999
4,探测攻击,0.99994385
0,正常,0.91813296
0,正常,1.0
0,正常,0.99999976
0,正常,1.0
1,DoS攻击,0.7736973
1,DoS攻击,0.91285324
1,DoS攻击,0.9964545
3,R2L攻击,0.9932414
3,R2L攻击,0.99890566
0,正常,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.6410409
1,DoS攻击,0.99999964
3,R2L攻击,0.68567824
3,R2L攻击,0.78791046
4,探测攻击,0.69058967
1,DoS攻击,0.9999999
1,DoS攻击,0.99542123
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
1,DoS攻击,0.64519894
1,DoS攻击,0.9856888
0,正常,1.0
1,DoS攻击,0.999305
0,正常,0.9637897
0,正常,1.0
4,探测攻击,0.55146754
0,正常,1.0
0,正常,1.0
3,R2L攻击,0.6092994
0,正常,1.0
1,DoS攻击,0.9999995
4,探测攻击,1.0
0,正常,0.9397118
1,DoS攻击,0.99999964
1,DoS攻击,1.0
1,DoS攻击,0.9999969
0,正常,0.9999999
0,正常,0.9995229
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.9999999
3,R2L攻击,0.94848305
1,DoS攻击,0.99999976
3,R2L攻击,0.9995548
1,DoS攻击,0.8544225
1,DoS攻击,0.9999999
0,正常,0.9999932
0,正常,1.0
1,DoS攻击,0.63243806
0,正常,0.99949205
1,DoS攻击,0.75769407
0,正常,0.99996126
1,DoS攻击,0.9999999
4,探测攻击,0.99859923
1,DoS攻击,1.0
3,R2L攻击,0.99521184
1,DoS攻击,0.9999974
4,探测攻击,0.5388824
0,正常,1.0
0,正常,0.99960726
0,正常,1.0
1,DoS攻击,0.9999999
